0.168	0.359	0.549
0.170	0.358	0.547
0.172	0.358	0.544
0.174	0.358	0.542
0.176	0.358	0.539
0.178	0.357	0.536
0.180	0.357	0.534
0.182	0.356	0.531
0.184	0.356	0.528
0.186	0.356	0.525
0.188	0.355	0.523
0.190	0.355	0.520
0.192	0.355	0.517
0.194	0.354	0.515
0.196	0.354	0.512
0.198	0.354	0.509
0.200	0.353	0.506
0.202	0.353	0.504
0.204	0.353	0.501
0.206	0.352	0.498
0.208	0.352	0.496
0.210	0.352	0.493
0.212	0.351	0.491
0.214	0.351	0.488
0.216	0.351	0.486
0.218	0.351	0.483
0.221	0.355	0.489
0.225	0.360	0.495
0.228	0.364	0.501
0.231	0.369	0.507
0.234	0.374	0.513
0.238	0.378	0.519
0.241	0.383	0.525
0.245	0.388	0.532
0.248	0.394	0.540
0.252	0.399	0.547
0.255	0.405	0.554
0.259	0.410	0.561
0.262	0.416	0.569
0.266	0.421	0.576
0.270	0.427	0.583
0.273	0.432	0.591
0.277	0.438	0.598
0.280	0.443	0.606
0.284	0.449	0.613
0.287	0.454	0.621
0.291	0.460	0.628
0.295	0.465	0.635
0.298	0.471	0.643
0.302	0.476	0.650
0.305	0.482	0.658
0.309	0.487	0.665
0.312	0.493	0.673
0.316	0.498	0.680
0.322	0.504	0.686
0.327	0.509	0.691
0.333	0.515	0.697
0.339	0.521	0.703
0.345	0.527	0.709
0.350	0.532	0.714
0.356	0.538	0.720
0.365	0.544	0.723
0.373	0.550	0.727
0.382	0.556	0.730
0.391	0.562	0.733
0.400	0.568	0.736
0.408	0.574	0.740
0.417	0.580	0.743
0.426	0.586	0.746
0.434	0.592	0.750
0.443	0.598	0.753
0.451	0.604	0.757
0.460	0.610	0.760
0.468	0.616	0.764
0.477	0.622	0.767
0.486	0.628	0.770
0.494	0.634	0.774
0.503	0.640	0.777
0.512	0.646	0.780
0.521	0.652	0.783
0.529	0.658	0.787
0.538	0.664	0.790
0.546	0.670	0.793
0.554	0.675	0.797
0.562	0.681	0.800
0.569	0.687	0.804
0.577	0.692	0.807
0.585	0.698	0.811
0.593	0.703	0.814
0.595	0.705	0.816
0.596	0.707	0.818
0.598	0.709	0.820
0.600	0.711	0.821
0.602	0.712	0.823
0.603	0.714	0.825
0.605	0.716	0.827
0.607	0.718	0.829
0.608	0.720	0.831
0.610	0.721	0.833
0.611	0.723	0.835
0.613	0.725	0.837
0.614	0.727	0.839
0.616	0.728	0.841
0.618	0.730	0.843
0.619	0.732	0.845
0.621	0.734	0.847
0.622	0.736	0.849
0.624	0.737	0.851
0.625	0.739	0.853
0.627	0.741	0.855
0.629	0.743	0.857
0.630	0.744	0.859
0.632	0.746	0.861
0.633	0.748	0.862
0.635	0.750	0.864
0.636	0.751	0.866
0.638	0.753	0.868
0.638	0.754	0.869
0.638	0.754	0.870
0.638	0.755	0.871
0.638	0.755	0.873
0.638	0.756	0.874
0.638	0.756	0.875
0.638	0.757	0.876
0.638	0.757	0.877
0.637	0.758	0.878
0.637	0.758	0.879
0.637	0.758	0.880
0.637	0.759	0.881
0.636	0.759	0.882
0.636	0.760	0.883
0.636	0.760	0.884
0.635	0.760	0.885
0.635	0.760	0.886
0.635	0.761	0.886
0.635	0.761	0.887
0.634	0.761	0.888
0.634	0.762	0.889
0.634	0.762	0.890
0.633	0.762	0.891
0.633	0.762	0.892
0.632	0.763	0.893
0.632	0.763	0.894
0.631	0.763	0.895
0.631	0.764	0.896
0.631	0.764	0.897
0.630	0.764	0.897
0.630	0.764	0.898
0.629	0.764	0.898
0.629	0.764	0.899
0.628	0.764	0.899
0.628	0.764	0.900
0.627	0.764	0.900
0.627	0.763	0.900
0.626	0.763	0.900
0.625	0.763	0.900
0.624	0.762	0.900
0.624	0.762	0.900
0.623	0.762	0.900
0.622	0.761	0.900
0.622	0.761	0.900
0.621	0.761	0.900
0.621	0.760	0.900
0.620	0.760	0.900
0.620	0.760	0.900
0.619	0.760	0.900
0.618	0.759	0.900
0.618	0.759	0.900
0.617	0.758	0.900
0.616	0.758	0.900
0.615	0.758	0.900
0.615	0.757	0.900
0.614	0.757	0.900
0.613	0.757	0.900
0.612	0.756	0.900
0.611	0.756	0.900
0.611	0.755	0.900
0.610	0.755	0.900
0.609	0.754	0.900
0.608	0.754	0.900
0.606	0.753	0.900
0.604	0.753	0.901
0.602	0.752	0.901
0.601	0.751	0.902
0.599	0.750	0.902
0.597	0.750	0.903
0.595	0.749	0.903
0.593	0.748	0.903
0.591	0.747	0.904
0.589	0.746	0.904
0.587	0.746	0.904
0.585	0.745	0.904
0.583	0.744	0.905
0.581	0.743	0.905
0.579	0.742	0.905
0.577	0.741	0.906
0.575	0.740	0.906
0.573	0.740	0.906
0.571	0.739	0.906
0.569	0.738	0.907
0.567	0.737	0.907
0.565	0.736	0.907
0.563	0.735	0.908
0.561	0.735	0.908
0.560	0.734	0.908
0.558	0.733	0.908
0.556	0.732	0.909
0.554	0.732	0.909
0.550	0.730	0.909
0.546	0.728	0.910
0.542	0.726	0.910
0.539	0.725	0.911
0.535	0.723	0.911
0.531	0.721	0.912
0.527	0.720	0.912
0.522	0.717	0.912
0.518	0.715	0.913
0.513	0.713	0.913
0.508	0.711	0.913
0.503	0.708	0.913
0.499	0.706	0.914
0.494	0.704	0.914
0.489	0.702	0.914
0.485	0.700	0.915
0.480	0.697	0.915
0.475	0.695	0.915
0.470	0.693	0.915
0.466	0.691	0.916
0.461	0.688	0.916
0.456	0.686	0.916
0.452	0.684	0.917
0.447	0.682	0.917
0.443	0.680	0.918
0.438	0.678	0.918
0.434	0.676	0.919
0.429	0.674	0.919
0.425	0.671	0.917
0.421	0.668	0.916
0.417	0.665	0.914
0.413	0.663	0.912
0.409	0.660	0.910
0.405	0.657	0.909
0.401	0.654	0.907
0.398	0.651	0.903
0.395	0.647	0.899
0.392	0.644	0.895
0.390	0.640	0.890
0.387	0.637	0.886
0.384	0.633	0.882
0.381	0.630	0.878
0.378	0.626	0.874
0.375	0.623	0.870
0.372	0.619	0.866
0.370	0.615	0.861
0.367	0.612	0.857
0.364	0.609	0.853
0.361	0.605	0.849
0.358	0.601	0.845
0.355	0.598	0.840
0.352	0.594	0.836
0.349	0.590	0.832
0.346	0.587	0.828
0.343	0.583	0.823
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
0.340	0.580	0.819
